Start
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
50,10
49,10
49,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
47,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
46,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
45,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
44,10
43,10
43,10
43,10
43,10
43,10
43,10
43,10
42,10
42,10
42,10
42,10
42,10
42,10
42,10
42,10
42,10
42,10
42,10
42,10
41,10
41,10
41,10
41,10
41,10
41,10
41,10
41,10
41,10
41,10
41,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
40,11
39,11
39,11
39,11
40,11
40,11
40,11
40,11
40,11
41,11
41,11
41,11
42,11
42,11
42,11
44,11
44,11
44,11
45,11
45,12
45,12
46,12
46,12
46,12
46,12
46,12
47,12
48,12
48,12
48,12
48,12
48,12
49,12
49,12
49,12
49,12
49,12
49,12
49,12
50,12
50,12
50,12
50,12
50,12
50,12
51,12
51,12
51,12
51,12
51,12
51,12
50,13
50,13
50,13
49,13
49,13
48,13
48,13
47,13
47,13
47,13
47,13
47,13
49,13
49,13
50,13
50,13
50,13
49,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
49,13
49,13
49,13
49,13
49,13
49,13
50,13
50,13
51,13
51,13
51,13
51,13
50,14
49,14
48,14
48,14
48,14
48,15
47,15
47,15
47,15
46,15
47,15
48,15
48,15
49,15
49,15
49,15
49,15
49,15
49,15
50,15
50,15
49,16
49,16
50,16
50,16
50,16
51,16
51,16
51,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
53,16
53,16
53,16
53,16
53,16
53,16
54,16
54,16
54,16
54,16
54,16
54,16
54,16
54,16
53,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
51,16
51,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
51,17
51,17
51,17
51,17
50,18
50,18
50,18
50,18
50,18
49,18
48,18
48,18
48,18
48,18
48,18
47,18
47,18
47,18
47,18
47,18
46,18
46,18
46,18
46,18
46,18
46,18
46,18
46,18
46,18
46,18
45,19
44,20
44,20
44,20
43,20
43,20
43,20
43,20
42,20
42,20
42,20
42,20
42,20
41,21
